代码,部门名称,农产品,林产品,畜牧产品,渔产品,农、林、牧、渔服务产品,煤炭开采和洗选产品,石油和天然气开采产品,黑色金属矿采选产品,有色金属矿采选产品,非金属矿采选产品,开采辅助活动和其他采矿产品,谷物磨制品,饲料加工品,植物油加工品,糖及糖制品,屠宰及肉类加工品,水产加工品,蔬菜、水果、坚果和其他农副食品加工品,方便食品,乳制品,调味品、发酵制品,其他食品,酒精和酒,饮料,精制茶,烟草制品,棉、化纤纺织及印染精加工品,毛纺织及染整精加工品,麻、丝绢纺织及加工品,针织或钩针编织及其制品,纺织制成品,纺织服装服饰,皮革、毛皮、羽毛及其制品,鞋,木材加工和木、竹、藤、棕、草制品,家具,造纸和纸制品,印刷和记录媒介复制品,工艺美术品,文教、体育和娱乐用品,精炼石油和核燃料加工品,煤炭加工品,基础化学原料,肥料,农药,涂料、油墨、颜料及类似产品,合成材料,专用化学产品和炸药、火工、焰火产品,日用化学产品,医药制品,化学纤维制品,橡胶制品,塑料制品,水泥、石灰和石膏,石膏、水泥制品及类似制品,砖瓦、石材等建筑材料,玻璃和玻璃制品,陶瓷制品,耐火材料制品,石墨及其他非金属矿物制品,钢,钢压延产品,铁及铁合金产品,有色金属及其合金,有色金属压延加工品,金属制品,锅炉及原动设备,金属加工机械,物料搬运设备,泵、阀门、压缩机及类似机械,烘炉、风机、包装等设备,文化、办公用机械,其他通用设备,采矿、冶金、建筑专用设备,化工、木材、非金属加工专用设备,农、林、牧、渔专用机械,医疗仪器设备及器械,其他专用设备,汽车整车,汽车零部件及配件,铁路运输和城市轨道交通设备,船舶及相关装置,其他交通运输设备,电机,输配电及控制设备,电线、电缆、光缆及电工器材,电池,家用器具,其他电气机械和器材,计算机,通信设备,广播电视设备和雷达及配套设备,视听设备,电子元器件,其他电子设备,仪器仪表,其他制造产品,废弃资源和废旧材料回收加工品,金属制品、机械和设备修理服务,电力、热力生产和供应,燃气生产和供应,水的生产和供应,住宅房屋建筑,体育场馆和其他房屋建筑,铁路、道路、隧道和桥梁工程建筑,其他土木工程建筑,建筑安装,建筑装饰、装修和其他建筑服务,批发,零售,铁路旅客运输,铁路货物运输和运输辅助活动,城市公共交通及公路客运,道路货物运输和运输辅助活动,水上旅客运输,水上货物运输和运输辅助活动,航空旅客运输,航空货物运输和运输辅助活动,管道运输,多式联运和运输代理,装卸搬运和仓储,邮政,住宿,餐饮,电信,广播电视及卫星传输服务,互联网和相关服务,软件服务,信息技术服务,货币金融和其他金融服务,资本市场服务,保险,房地产,租赁,商务服务,研究和试验发展,专业技术服务,科技推广和应用服务,水利管理,生态保护和环境治理,公共设施及土地管理,居民服务,其他服务,教育,卫生,社会工作,新闻和出版,广播、电视、电影和影视录音制作,文化艺术,体育,娱乐,社会保障,公共管理和社会组织,农村居民消费支出,城镇居民消费支出,政府消费支出,固定资本形成总额,存货变动,出口,进口,总产出,
01001,农产品,81659022,0,28912192,1003088,6240358,0,0,0,0,0,0,89891080,45826416,42564811,6078784,2924369,119186,50343619,2507505,16154,7654430,19160026,18582273,6861583,10025829,6587966,40972240,207638,4427229,0,1218140,0,0,0,3604995,300371,11483436,0,1397141,473932,0,0,1029760,695373,313599,98161,4014,2615478,488577,22773895,598289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002825,0,0,93349,275,0,4390635,958894,0,0,0,687599,0,0,3311,9462,0,0,0,462,0,0,0,0,69080,0,344421,15508827,486494,0,0,0,0,0,0,0,336444,0,7323434,1930944,802543,337330,8084,190390,9127588,1962533,31021,599442,208372,329217,0,29140,142695,76735,30603,0,0,58031836,100374794,0,0,17363872,14971132,49535074,707889674,
02002,林产品,143,3546732,0,0,285205,203491,2231,4515,11542,14308,119,1964,6383,15491,371,1521,347,124929,390,400,670,54154,11598,29629,3109,3598,20854,140,784,0,0,0,0,275819,25138026,2712076,5592718,0,1156207,139458,13753,2052,0,2325,815,2067,112516,2582940,109186,163415,29259,7680874,0,5803,116723,52734,29759,2475,6683,4704,2506,14970,3151,8242,7756,97312,1125,7120,5027,3020,7739,166,3213,3413,38992,745,1916,34472,16747,9883,3286,6126,3153,9182,5412,3388,3376,42717,3998,0,1478,697,0,0,0,0,211943,0,0,8372,1036,0,7381810,2316988,1255288,607726,94939,1140293,6607,7162,5685,16244,13596,3211,0,652,373,14099,3423,5675,4019,1776,5981,109350,20789,123,823,751,555,55335,8263,3682,497,0,39750,7076,6671,954,1138,60781,128600,50000,3419,12827,0,738,0,456,395,2287,9230,0,0,941565,1586888,0,0,1460569,361492,8124180,60485059,
03003,畜牧产品,149,0,22735172,0,1888112,0,0,0,0,0,0,0,4141,0,0,98188155,0,1484242,77629,14230650,10517,7409723,22463,453355,0,0,112709,8662644,2389516,0,0,0,6357107,0,0,0,0,0,645300,171711,0,0,0,782,0,1,0,2826950,1150,21845668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236268,0,0,0,0,0,0,0,0,0,0,0,0,0,479,1368,0,0,0,305,0,0,0,0,0,0,23,9931321,0,0,0,0,0,0,0,0,0,0,0,1393026,0,1409,1681,0,0,221517,0,0,24972,0,0,0,0,0,146369,0,0,40914703,68221557,0,17563833,36216039,817553,2317884,364892383,
04004,渔产品,0,0,0,3757309,700123,0,0,0,0,0,0,0,5606715,0,0,173,28086951,780358,90073,0,16452,1262405,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491228,0,0,0,0,0,0,0,0,0,2490,38846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,449,0,0,0,564,0,0,0,0,0,0,0,27957155,0,0,0,0,0,0,0,0,0,0,0,899346,0,852,1355,0,0,0,0,0,42311,0,0,0,0,0,39845,0,0,9857348,50871766,0,13507,-138979,2021496,4284899,128117802,
05005,农、林、牧、渔服务产品,14857171,6999667,773802,4114588,5660937,0,0,0,0,0,0,0,120211,0,0,0,0,341513,0,0,0,0,0,0,0,0,16001045,4470,1355833,0,0,0,0,0,217994,0,211473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19639628,0,0,0,0,70298332,
06006,煤炭开采和洗选产品,346797,35737,71954,48685,98492,36204794,63785,298796,265369,1161289,60513,206948,230313,132141,78989,125215,43503,442426,55333,24561,137873,179980,303007,174436,20288,12436,906402,60137,75771,148417,198290,153915,112958,153597,275930,4156,3369834,29871,11997,7058,201971,21799149,10126762,4591897,359368,328731,1559965,3464109,34556,436020,1329237,327726,234421,9464030,2833502,13435550,1709797,2397446,1398515,2929044,2436757,17912943,931983,2985700,316461,494728,42559,84912,796,35141,50510,0,146789,94237,95604,25703,12941,24022,11081,37237,29442,828,19634,47545,94080,64775,471,1015,6343,0,567,0,0,0,0,19503,84507,33621,59957,93800322,2360515,0,240204,24353,198676,95201,160827,123983,36756,8808,4800,79494,0,0,0,0,6683,6510,0,0,0,30603,34009,16421,0,0,0,0,0,17218,0,0,63308,0,64,234549,4341,165741,2932,9236,69629,227222,99536,607786,340904,19856,6990,106,19245,2893,12379,2644,519242,753293,468986,0,0,-2627615,260796,14933018,235072612,
07007,石油和天然气开采产品,0,0,0,0,0,44377,535454,12748,8950,9827,15665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59262,0,0,0,187877767,8526,9977990,1945619,1130201,342725,2436140,340545,17289,26684,698850,160126,662772,0,0,0,625394,311000,196167,231164,25836,296763,49712,379846,372564,586962,86855,86493,46965,66071,23117,3532,251442,179947,112541,11282,18287,50411,196286,228955,62339,28940,52605,24260,0,0,0,0,43807,0,0,0,0,0,0,0,0,0,0,6735286,33825564,0,0,0,0,0,0,0,0,0,0,0,111,19,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507,0,0,0,0,0,0,0,0,34580,0,0,0,0,297,1459,271,48037,0,0,0,0,288641,1085317,145293939,107689567,
08008,黑色金属矿采选产品,0,0,0,0,0,0,0,8867540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265608,0,0,0,0,239790,0,59089,0,0,0,0,0,0,0,0,0,0,14089354,104046413,12244867,2756561,0,3475796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190106,1052123,87815098,60625796,
09009,有色金属矿采选产品,0,0,0,0,0,0,0,0,2104730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319757,0,3227102,36144,0,243875,0,772213,24028,24747,0,0,0,0,0,0,0,521457,1323131,14978,0,0,1770836,64253061,11256150,2875210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54638,451053,39892839,49551246,
10010,非金属矿采选产品,627,727,485,190,279,45270,20550,17205,48504,1021586,74468,486,9977,6629,2132,1447,5272,8959,2310,985,6897,5877,3569,868,6947,130,6623,564,99,3957,2904,99,2191,4480,6425,7706,151939,685,707252,43810,1438,30471,5496840,2032533,51105,486734,263933,507476,11578,134725,4979,18937,38826,13173709,5735480,10279980,4841939,8609030,2884443,3707403,145250,103064,39056,165014,72157,152767,7408,3225,3721,13901,250,9179,27155,22227,18845,14559,4249,62633,1155,164293,40727,10613,86,4237,49005,29667,503029,23525,5415,84102,0,0,0,0,528,5890,18555,3268,22979,106589,0,0,7276668,2164330,6559722,4999983,1257090,1856025,46434,14122,16051,45865,261,44,0,0,0,0,0,117048,0,0,3634,383,0,0,0,46,41,747,0,0,377,0,1679,20875,2909,972,3538,3666,2851,3499,228,2965,24,999,785,258,3776,0,616,0,21487,0,0,0,0,1556448,1829928,6939806,83357557,
11011,开采辅助活动和其他采矿产品,0,0,0,0,0,1372273,16942467,191242,112956,743760,177013,0,0,0,0,0,0,0,0,0,0,0,0,466047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,231005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20236774,
13012,谷物磨制品,930384,0,6416877,1406424,1049765,0,0,0,0,0,0,6520181,7061621,1099306,51754,444679,193110,5392583,9194094,0,2083167,16523933,7837772,482382,0,0,0,0,0,0,0,0,0,0,145109,3147,0,0,0,0,0,0,0,0,127682,0,0,0,3255,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,114,0,0,361,263,0,0,0,0,0,0,0,8917112,0,0,0,0,0,0,0,0,0,0,0,202621,0,0,0,0,0,232658,0,2055925,712279,433176,0,0,0,0,42666,0,0,17891483,34312091,0,0,2428255,943051,2468962,132848437,
13013,饲料加工品,896645,0,69552790,21755974,4567458,0,0,0,0,0,0,0,9317049,0,0,596273,0,0,378,0,1240,57440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,0,0,0,0,0,0,0,0,0,7834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203843,0,0,0,0,0,0,0,0,0,0,9658,0,0,107745,667842,0,0,4290379,713588,2291757,110454593,
13014,植物油加工品,4683,0,174680,236861,97,0,0,0,0,0,0,0,5338999,18354409,0,47405,407485,4224240,1881503,0,1413243,5733172,0,178846,0,1,0,0,0,0,0,0,0,0,0,0,12818,0,0,0,0,0,1114620,0,28299,1209893,9727,7747393,3909276,300844,50930,337,61998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,1740,0,0,270,197,0,0,0,0,0,0,145089,11957096,753344,0,0,0,0,0,0,0,0,0,95375,210835,0,0,0,0,0,51066,44109,1585580,53446,372937,0,0,0,0,109293,0,0,9716019,19270048,0,0,1909828,700951,8276212,91144598,
13015,糖及糖制品,0,0,0,0,0,0,0,0,0,0,0,0,68137,0,933226,26369,21496,1739895,174257,530646,630004,2609644,135573,2646621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,351,0,0,85,62,0,0,0,0,0,0,11604,634752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29180,0,101859,0,4729,0,0,0,0,33223,0,0,1143155,1508593,0,0,405724,249909,1580780,12345355,
13016,屠宰及肉类加工品,0,0,14526,125,0,0,0,0,0,0,0,0,950268,0,0,22566674,134709,425392,1604553,0,779805,1379999,0,0,0,0,0,0,0,0,0,0,12592142,0,0,0,0,0,207555,11411,0,0,0,0,0,0,0,122206,813735,107737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11964,11395,0,0,2849,2079,0,0,0,0,0,0,1283323,22936958,0,0,0,0,0,0,0,0,0,0,0,84504,0,0,0,331444,0,193302,0,0,0,36118,0,0,0,0,156719,0,0,38182132,116187672,0,0,-3213771,2058567,26709439,193266650,
13017,水产加工品,0,0,0,152044,0,0,0,0,0,0,0,0,1296153,0,0,9611,4154129,0,173409,0,35070,1188270,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27273,225890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57318,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,1519,0,0,424,310,0,0,0,0,0,0,628219,21611363,0,0,0,0,0,0,0,0,0,0,0,224712,0,0,0,5310,28371,50258,66704,296647,25190,15320,0,0,0,2139,110073,0,0,4496477,19064837,0,0,-1525244,9347721,9100019,52672092,
13018,蔬菜、水果、坚果和其他农副食品加工品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8198395,1522680,132088,1465253,9493614,867724,2690889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906493,175534,1671838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11641,11088,0,0,741,541,45479,19256,0,0,0,0,312888,9447619,0,0,0,0,0,0,0,0,0,0,8482078,283006,0,0,0,49101,232100,345743,333295,2452142,72708,57011,0,0,0,5437,174879,0,0,15306464,49730123,0,0,1798252,8740661,6927651,118109111,
14019,方便食品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17330,16507,0,0,716,522,52088,21760,0,0,0,0,834963,2698738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32906,0,0,0,2256,180614,0,0,7559644,21025252,0,0,1320299,584111,243924,35120396,
14020,乳制品,0,0,0,0,0,0,0,0,0,0,0,0,118033,0,0,0,0,0,27099,8420163,5929,4341809,944,514335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437,5997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,162,0,0,0,0,0,0,0,0,0,0,0,2880906,21427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174418,0,0,0,34734,0,0,0,5544,176562,0,0,5180658,30123681,0,0,1333464,190793,9125830,44434436,
14021,调味品、发酵制品,0,0,0,0,0,0,0,0,0,0,0,0,641780,0,0,282775,816120,1400276,1331856,22471,2857592,1784336,468883,133561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1007,959,0,0,0,0,0,0,0,0,0,0,0,5510090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450,0,0,0,0,0,0,0,4139200,11841211,0,0,572824,1764996,248976,33325409,
14022,其他食品,0,0,0,0,0,0,0,0,0,0,0,0,1212138,44182,0,7032398,117676,427975,645962,763631,2031615,5045026,1366455,3074766,0,223810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,2108,481,62,655,478,156712,95158,0,0,0,0,0,9240647,86633,0,0,0,0,0,0,0,0,0,0,760023,0,0,0,0,0,1155790,0,1686576,1268827,27831,0,0,0,72875,648076,0,0,25778424,75462871,0,0,-3029800,6898336,7062357,135238255,
15023,酒精和酒,13692,9034,3447,6625,196740,79666,8016,33560,53682,48879,9561,6752,317114,2764,359,74680,43491,83433,3641,1676,101275,366107,9171418,1264758,279448,104113,13058,848,929,1300,7764,180507,5878,4358,98175,12059,185174,201647,2805,9202,469559,2348,1292809,2889,2232,1484660,47070,3442604,527107,4454898,158589,45624,291930,86152,201698,107770,66203,121722,26041,48603,52462,60790,42199,93107,76760,553404,48229,65948,10579,80045,6061,880,11967,91675,55467,2493,20328,23084,42643,190456,3439,1588,3672,61275,328614,53022,181619,5579,3961,58027,248299,1546,1762,245172,85840,23409,100150,6407,1545,673135,2476,1990,647059,49622,321949,146250,65308,85256,660161,471008,1760,1677,14597,110574,684,2563,242821,326196,3789,138940,337211,10698,4075332,10352284,7949,2423,85456,271899,174600,244737,149751,638090,302777,7857,1234852,1116492,535841,427023,29133,24571,8851,213006,2157750,1080462,3119876,13212,2577,5269,16954,3432,2150459,7054,875512,10207076,21194008,0,0,2147904,739158,3547125,93223876,
15024,饮料,22008,126799,12275,21885,205207,158707,58424,30747,31589,47669,1728,29061,21319,17603,1924,16959,16916,183262,56936,196528,16012,146541,228043,2827227,219422,53271,57616,6367,10076,7721,43769,38375,35157,55255,91441,138510,17625,49829,10983,103942,23720,16005,68854,26352,9475,20731,70774,41797,29361,193636,21211,15554,157144,24703,75099,76494,48440,37069,9393,7913,1888,38050,1487,90650,18807,230500,17678,11660,15839,28763,1825,11747,2449,36515,17380,18062,41811,80654,131399,168978,14210,11865,40709,42796,59019,41885,12029,32411,20938,12309,89099,4073,2298,85480,30469,40059,48958,27240,7714,684235,19854,46664,26390,2676,27121,8659,7718,17898,721164,41462,136831,108726,195348,91669,5905,7871,599256,383743,40291,592487,83927,473558,1471663,7068360,717112,68271,787744,202599,222633,290381,105170,127066,1667877,68269,1694853,940989,558728,366760,36921,33250,203320,653265,146868,691390,65325,938,74118,7269,273017,31619,2330754,41980,2857153,7085973,23350646,0,0,-1936827,1306040,1676725,64236377,
15025,精制茶,4510,36083,1154,6609,116743,103115,5498,74121,29992,49637,4160,32530,13133,7283,3740,16571,14636,175112,211,58,9294,32676,809,146044,207275,90698,40202,9772,4390,117533,120813,82474,25293,151898,103756,133818,41601,167,99903,121679,79667,11972,741701,131938,16382,34505,345,106787,23836,118991,16531,24536,143318,51677,76851,71456,62886,57327,16749,15640,15894,80746,7393,97431,34778,305540,25449,11942,18561,36389,58219,10453,145008,75642,22999,17697,55382,123829,46807,240871,24000,12215,30006,80634,87994,35722,22739,84897,24917,14546,112906,7755,12797,140201,69574,52667,70407,8623,20633,298640,36277,112271,560618,56839,417960,213353,296666,113068,66472,66818,4287,4083,185825,159672,89,4963,106627,26458,16986,155875,156793,290221,163866,1074148,117572,49523,136507,47186,8264,364503,94766,625,855779,58526,1520241,694357,555397,127454,46058,5048,548993,318190,306951,123758,91137,12139,148426,101605,342650,10803,686776,31280,316748,2034761,5898376,0,0,733741,1335769,434483,28260651,
16026,烟草制品,861,12467,220,1262,227917,71784,7390,198112,85071,258952,21,689,252,123676,26749,112703,49919,6393,44873,110454,393,3130,1338,597,229,13097950,160039,283164,197,17546,14458,32665,5481,648,521124,298,2488,545920,78689,65216,2548399,104333,493,1168,45679,157222,884,3581,93664,16173,243217,763,9560,1899,366130,254,711,2775,123,104256,362409,2997954,161042,1830157,1930240,1757384,364868,419202,357176,668107,617385,86047,1270382,622901,395942,158582,173482,417216,816079,520415,283501,189287,630476,454643,790003,744260,0,623501,731634,1114235,664770,322375,359004,2538509,432288,534212,128218,141057,0,3350449,479662,271531,2090341,588357,0,0,0,0,148058,126520,1102,1050,450537,567582,371,271,123195,38168,25064,656767,101274,159084,747399,3739334,457836,42759,636207,384394,313074,379745,93279,368127,1847156,95963,3310927,265334,421026,297622,39971,33089,480123,416281,624364,2428832,490000,61867,83052,252999,170585,69066,1180123,9810,1168521,7359224,22689481,0,0,1290612,259842,1486400,106682563,
17027,棉、化纤纺织及印染精加工品,2224,0,0,0,46,12235,1821,1079,2910,27549,3785,0,0,0,0,0,0,0,0,0,0,0,26524,0,43926,116487,70667902,1055709,563601,10861455,27652490,71116617,2882209,5803456,77289,2716126,145114,41478,2910348,3860508,18111,1074,42379,28609,19101,54697,191620,0,0,3266873,101954,1229818,123316,0,0,0,0,0,0,0,0,0,0,27984,25896,423199,35535,20149,17519,16549,29401,6192,60267,4996,24437,12756,20110,41191,0,0,10956,10360,35296,49334,59305,53987,12374,75422,23476,9626,67507,5407,15438,91564,7812,33485,2895424,4255,0,0,0,0,9890,1003,650,311,189,1918,6432,26264,8653,7088,1053,95,0,0,0,0,0,0,23479,0,0,0,0,0,0,0,0,0,0,0,114,0,0,433549,0,0,0,63912,336571,123242,201164,592726,3980392,0,181,2821,0,0,0,0,176043,212177,454744,0,0,-2582138,21118184,4833784,230264566,
17028,毛纺织及染整精加工品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174924,3683652,14303,1644272,4330959,11492600,90834,20975,0,219,0,0,483279,115122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1016,1338,286,80,111,0,227,0,348,0,0,0,25929,47970,0,0,392,509,6453,194,221,93,0,619,187,0,0,0,0,0,1661,97,22462,0,0,0,0,0,19153,1942,0,0,0,0,0,0,2850,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,0,137097,0,0,0,4787,25120,208,15125,330692,0,0,0,2628,0,0,0,0,49772,39611,57345,0,0,-336009,871178,248652,24137625,
17029,麻、丝绢纺织及加工品,0,0,0,0,0,331,100,590,1096,16015,672,0,0,0,0,0,0,0,0,0,0,0,9705,0,25366,0,1593519,40634,4268118,333455,1237699,11195471,98531,274815,38635,120217,34633,19369,873088,156106,0,0,0,0,0,0,0,0,0,67003,0,0,0,0,0,0,0,0,0,0,152,4327,629,8523,14160,435365,5592,7359,8018,8720,5840,1068,18145,2118,13940,2181,9060,48830,0,0,3176,2792,5990,5390,18438,22186,6024,22560,7430,5083,0,1324,9176,51678,3432,10703,12018,1865,0,0,0,0,49515,5020,0,0,0,0,85961,118675,1243,1018,0,0,0,0,0,0,0,0,0,0,0,0,5650,0,0,0,0,0,0,0,179,0,0,163795,0,0,0,0,0,79787,14221,32408,0,0,54,1264,0,0,0,0,94848,38406,55163,0,0,-435692,855597,561389,21794179,
17030,针织或钩针编织及其制品,0,7378,562,62,19565,1038,581,122,36,53,123,22,142,11,3,297,2,3814,33,657,165,1939,569,677,173,18,65174,120,137,3491246,2955835,14552320,360770,299821,1074,24623,265,67,34817,157701,25389,1871,559,90,50,344,505,295,374,2657,174,144,134683,916,49,283,3715,216,2,3088,3,17,5,151,152,3198,57,2273,385,569,320,0,49,314,74,24,1478,1444,68,167,552,532,475,23,2769,59,103,107,61,5186,2772,0,5,281,4590,126,20358,84,45,161,296,660,3666,372,151,72,1685,5,19036,17250,589,482,619,18,0,9,498,20,61,5120,39030,0,14169,5719,4727,10,149,0,0,613,1075,10,118,246,17434,3214,2218,740,18,190,838,7644,909,27876,0,203,8,2480,213,849,12557,0,282869,865082,2241960,0,0,362249,9307963,795627,34664819,
